2014-10-01 00:01:00	2722	序章
2014-10-01 08:08:00	3120	第1章 云澈、萧澈
2014-10-01 19:06:00	3463	第2章 情不自禁
2014-10-02 08:58:00	3361	第3章 你娶我？
2014-10-02 19:25:00	3207	第4章 迎亲
2014-10-03 09:40:00	2985	第5章 大婚
2014-10-03 18:39:00	3355	第6章 绝代风华
2014-10-04 12:15:00	3174	第7章 冰云仙宫
2014-10-04 21:47:00	3635	第8章 大婚之夜
2014-10-05 14:38:00	3453	第9章 老婆，你睡了吗？
2014-10-05 21:15:00	3432	第10章 星隐草
2014-10-06 11:23:00	3207	第11章 红发少女
2014-10-06 22:42:00	3393	第12章 如果你不是我小姑妈……
2014-10-07 16:09:00	2845	第13章 危险的朦胧
2014-10-08 00:50:00	3373	第14章 萧宗来信
2014-10-08 18:10:00	3048	第15章 萧玉龙的试探
2014-10-09 00:41:00	4470	第16章 作死的萧大少
2014-10-09 19:46:00	3256	第17章 我是神医，你信吗？
2014-10-10 01:38:00	3348	第18章 银针释寒
2014-10-10 19:59:00	3096	第19章 通玄
2014-10-11 02:20:00	3396	第20章 这可有意思了……
2014-10-11 20:55:00	3175	第21章 同床共枕
2014-10-12 00:08:00	3197	第22章 剧变(一)
2014-10-12 09:39:00	3371	第23章 剧变(二)
2014-10-13 01:47:00	3778	第24章 剧变(三)
2014-10-13 19:50:00	3261	第25章 剧变(四)
2014-10-13 23:53:00	3397	第26章 剧变(五)
2014-10-14 20:45:00	3447	第27章 剧变(六)
2014-10-14 22:43:00	3326	第28章 剧变(七)
2014-10-15 18:14:00	3178	第29章 剧变(八)
2014-10-16 02:14:00	3633	第30章 剧变(九)
2014-10-16 15:23:00	3765	第31章 冰云七仙——楚月璃
2014-10-16 23:17:00	3965	第32章 冰仙威慑
2014-10-17 10:00:00	3300	第33章 星隐，以血祭恨(上)
2014-10-17 22:46:00	3880	第34章 星隐，以血祭恨(下)
2014-10-18 12:09:00	3258	第35章 身世
2014-10-18 17:27:00	3181	第36章 我名云澈
2014-10-19 17:19:00	3535	第37章 天灵神脉
2014-10-20 01:28:00	3384	第38章 “绝世圣者”
2014-10-20 21:41:00	3075	第39章 血染的茉莉(上)
2014-10-21 01:48:00	3190	第40章 血染的茉莉(中)
2014-10-21 19:17:00	3451	第41章 血染的茉莉(下)
2014-10-22 01:23:00	3527	第42章 茉莉为师(上)
2014-10-22 10:02:00	4161	第43章 茉莉为师(下)
2014-10-22 20:07:00	3585	第44章 邪神不灭之血
2014-10-23 09:44:00	3435	第45章 新生玄脉
2014-10-23 17:55:00	3079	第46章 邪神七境！
2014-10-23 23:36:00	3138	第47章 生死极限
2014-10-24 14:15:00	3190	第48章 邪神之种·火(一)
2014-10-24 21:49:00	3025	第49章 邪神之种·火(二) 
2014-10-25 01:05:00	3105	第50章 邪神之种·火(三) 
2014-10-25 17:09:00	3116	第51章 邪神之种·火(四) 
2014-10-25 22:25:00	3274	第52章 邪神之种·火(五) 
2014-10-26 01:38:00	3260	第53章 邪神之种·火(六) 
2014-10-26 22:48:00	3210	第54章 茉莉的眼泪
2014-10-27 01:16:00	3242	第55章 逆天之力
2014-10-27 23:23:00	3096	第56章 星神碎影
2014-10-28 21:26:00	3113	第57章 新月城、黑月商会
2014-10-29 00:39:00	3493	第58章 虚张声势
2014-10-29 22:16:00	3246	第59章 姐夫！？
2014-10-30 02:55:00	3820	第60章 新月玄府、司空寒
2014-10-30 19:48:00	3114	第61章 加入新月玄府
2014-10-31 01:09:00	3224	第62章 蓝雪若
2014-10-31 16:59:00	3315	第63章 主殿
2014-11-01 01:50:00	3126	第64章 一战惊城(一)
2014-11-01 10:16:00	3660	第65章 一战惊城(二)
2014-11-02 02:31:00	3447	第66章 一战惊城(三)
2014-11-02 23:23:00	3809	第67章 一战惊城(四)
2014-11-04 00:24:00	3278	第68章 一战惊城(五)
2014-11-04 03:44:00	3547	第69章 一战惊城(六)
2014-11-04 23:43:00	3394	第70章 一战惊城(七)
2014-11-05 02:22:00	3415	第71章 一战惊城(八)
2014-11-05 03:58:00	3372	第72章 一战惊城(九)
2014-11-05 18:05:00	3057	第73章 傲战陆斩南
2014-11-06 01:52:00	3959	第74章 爆！
2014-11-06 19:22:00	3083	第75章 萧洛城
2014-11-07 02:39:00	3624	第76章 我先毁了你！
2014-11-07 22:50:00	3015	第77章 陨月沉星
2014-11-08 02:01:00	3723	第78章 废！
2014-11-09 00:31:00	3264	第79章 秦无忧
2014-11-09 18:01:00	3578	第80章 云澈的心思
2014-11-10 00:48:00	3336	第81章 萧宗上门
2014-11-11 01:49:00	3365	第82章 弥天大祸
2014-11-11 04:14:00	3154	第83章 十天之期
2014-11-12 00:27:00	3755	第84章 唯一的可能……
2014-11-12 02:48:00	3426	第85章 来而不往非礼也
2014-11-12 18:40:00	3155	第86章 盖世神医
2014-11-13 01:48:00	3247	第87章 真特么巧！
2014-11-13 10:07:00	3618	第88章 一指通玄
2014-11-13 18:55:00	3482	第89章 邪心圣手
2014-11-14 10:00:00	3492	第90章 通天医术
2014-11-14 19:00:00	3649	第91章 好孙儿，真是我的好孙儿。
2014-11-15 12:47:00	3269	第92章 宗门宝物库
2014-11-18 02:23:00	3349	第93章 虎魄
2014-11-19 03:18:00	3432	第94章 搜刮
2014-11-20 03:26:00	3132	第95章 毒火铳
2014-11-20 18:30:00	3091	第96章 逃亡(上)
2014-11-21 01:39:00	3313	第97章 逃亡(中) 
2014-11-21 18:44:00	3143	第98章 逃亡(下)
2014-11-22 00:45:00	3237	第99章 生死博弈
2014-11-24 01:35:00	3245	第100章 坠落
